"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_97695_coefficient","contrast_97695_log2fc","contrast_97695_tstat","contrast_97695_pvalue"
"187","1418340_at","14127","Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide",5.355e-06,0.0011,0.005,0.6087,0.6087,5.7182,7.916e-05
"188","1456212_x_at","12702","Socs3","suppressor of cytokine signaling 3",5.435e-06,0.0011,0.005,2.1436,2.1436,8.1727,2.151e-06
"189","1417426_at","19073","Srgn","serglycin",5.568e-06,0.0011,0.005,0.7229,0.7229,7.9742,2.799e-06
"190","1419604_at","58203","Zbp1","Z-DNA binding protein 1",5.625e-06,0.0011,0.0051,1.0006,1.0006,7.1836,8.376e-06
"191","1435290_x_at","14960","H2-Aa","histocompatibility 2, class II antigen A, alpha",5.621e-06,0.0011,0.005,1.1273,1.1273,5.8393,6.502e-05
"192","1424727_at","12774","Ccr5","C-C motif chemokine receptor 5",5.708e-06,0.0011,0.0051,1.1662,1.1662,7.5514,4.983e-06
"193","1434067_at","100043636","AI662270","expressed sequence AI662270",6e-06,0.0012,0.0051,0.8702,0.8702,7.124,9.126e-06
"194","1420699_at","56644","Clec7a","C-type lectin domain family 7, member a",6.114e-06,0.0012,0.0051,0.9351,0.9351,5.3383,1e-04
"195","1415996_at","56338","Txnip","thioredoxin interacting protein",6.337e-06,0.0012,0.0052,0.6431,0.6431,7.363,6.488e-06
"196","1424354_at","68487","Tmem140","transmembrane protein 140",6.748e-06,0.0013,0.0052,0.8061,0.8061,5.9156,5.75e-05
"197","1429831_at","83490","Pik3ap1","phosphoinositide-3-kinase adaptor protein 1",6.843e-06,0.0013,0.0052,0.914,0.914,7.6625,4.273e-06
"198","1418304_at","170677","Cdhr1","cadherin-related family member 1",7.091e-06,0.0013,0.0053,-0.5192,-0.5192,-6.2309,3.49e-05
"199","1417483_at","80859","Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",7.293e-06,0.0014,0.0053,0.5523,0.5523,8.1171,2.315e-06
"200","1421228_at","20306","Ccl7","C-C motif chemokine ligand 7",7.539e-06,0.0014,0.0053,0.9426,0.9426,10.3326,1.598e-07
"201","1434438_at","56045","Samhd1","SAM domain and HD domain, 1",7.631e-06,0.0014,0.0053,0.5918,0.5918,7.1749,8.481e-06
"202","1428352_at","70807","Arrdc2","arrestin domain containing 2",8.893e-06,0.0017,0.0054,0.8124,0.8124,7.4078,6.091e-06
"203","1452178_at","671535","Parp10","poly (ADP-ribose) polymerase family, member 10",9.636e-06,0.0018,0.0054,0.9821,0.9821,6.4131,2.631e-05
"204","1456292_a_at","22352","Vim","vimentin",9.764e-06,0.0018,0.0054,0.5345,0.5345,7.1469,8.829e-06
"205","1449360_at","12984","Csf2rb2","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",9.923e-06,0.0018,0.0055,0.7314,0.7314,8.6316,1.19e-06
"206","1436905_x_at","16792","Laptm5","lysosomal-associated protein transmembrane 5",1.035e-05,0.0019,0.0055,0.476,0.476,6.2569,3.351e-05
"207","1435697_a_at","227929","Cytip","cytohesin 1 interacting protein",1.1e-05,0.002,0.0055,1.3985,1.3985,7.9263,2.985e-06
"208","1448123_s_at","21810","Tgfbi","transforming growth factor, beta induced",1.14e-05,0.0021,0.0055,0.872,0.872,7.2994,7.099e-06
"209","1419315_at","98365","Slamf9","SLAM family member 9",1.194e-05,0.0022,0.0055,0.5674,0.5674,6.6104,1.948e-05
"210","1417869_s_at","64138","Ctsz","cathepsin Z",1.332e-05,0.0024,0.0056,0.3793,0.3793,5.0546,2e-04
"211","1421358_at","14991","H2-M3","histocompatibility 2, M region locus 3",1.378e-05,0.0025,0.0056,0.4715,0.4715,4.8142,4e-04
"212","1448306_at","18035","Nfkbia","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",1.43e-05,0.0025,0.0056,0.6608,0.6608,5.6288,9.166e-05
"213","1419758_at","18671","Abcb1a","ATP-binding cassette, sub-family B member 1A",1.482e-05,0.0026,0.0056,0.4221,0.4221,4.9087,3e-04
"214","1418239_at","103161","Apof","apolipoprotein F",1.59e-05,0.0028,0.0057,0.5752,0.5752,7.5221,5.19e-06
"215","1453913_a_at","21355","Tap2","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",1.638e-05,0.0029,0.0057,0.5775,0.5775,5.6275,9.185e-05
"216","1456288_at","327978","Slfn5","schlafen 5",1.683e-05,0.003,0.0057,0.6094,0.6094,5.1711,2e-04
"217","1451006_at","22436","Xdh","xanthine dehydrogenase",1.74e-05,0.003,0.0057,1.2797,1.2797,7.5221,5.19e-06
"218","1426210_x_at","235587","Parp3","poly (ADP-ribose) polymerase family, member 3",1.782e-05,0.0031,0.0057,0.793,0.793,6.138,4.037e-05
"219","1438160_x_at","108115","Slco4a1","solute carrier organic anion transporter family, member 4a1",1.846e-05,0.0032,0.0058,0.4145,0.4145,6.6879,1.734e-05
"220","1449820_at","12854","Cort","cortistatin",1.898e-05,0.0033,0.0058,-0.538,-0.538,-6.9104,1.246e-05
"221","1451567_a_at","15950","Ifi203","interferon activated gene 203",2.024e-05,0.0035,0.0058,1.2767,1.2767,7.4887,5.437e-06
"222","1443621_at","327959","Xaf1","XIAP associated factor 1",2.076e-05,0.0035,0.0059,0.3963,0.3963,2.9264,0.0121
"223","1416695_at","12257","Tspo","translocator protein",2.195e-05,0.0037,0.0059,0.5594,0.5594,5.7569,7.432e-05
"224","1417936_at","20308","Ccl9","C-C motif chemokine ligand 9",2.204e-05,0.0037,0.0059,0.7687,0.7687,8.3763,1.649e-06
"225","1454268_a_at","13057","Cyba","cytochrome b-245, alpha polypeptide",2.219e-05,0.0037,0.0059,0.4537,0.4537,4.9254,3e-04
"226","1434773_a_at","20525","Slc2a1","solute carrier family 2 (facilitated glucose transporter), member 1",2.249e-05,0.0038,0.0059,0.5464,0.5464,6.1813,3.771e-05
"227","1422046_at","16409","Itgam","integrin alpha M",2.317e-05,0.0039,0.006,0.4559,0.4559,5.2144,2e-04
"228","1423306_at","106878","Smim3","small integral membrane protein 3",2.387e-05,0.004,0.006,0.7925,0.7925,8.1437,2.235e-06
"229","1417061_at","53945","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1",2.46e-05,0.0041,0.006,-0.1881,-0.1881,-3.2053,0.0071
"230","1455393_at","12870","Cp","ceruloplasmin",2.469e-05,0.0041,0.006,0.4851,0.4851,6.2579,3.345e-05
"231","1429399_at","67664","Rnf125","ring finger protein 125",2.569e-05,0.0042,0.0061,0.3202,0.3202,4.3224,9e-04
"232","1417381_at","12259","C1qa","complement component 1, q subcomponent, alpha polypeptide",2.69e-05,0.0044,0.0061,0.4397,0.4397,4.8968,3e-04
"233","1450297_at","16193","Il6","interleukin 6",2.732e-05,0.0044,0.0061,1.441,1.441,7.8538,3.292e-06
"234","1450678_at","16414","Itgb2","integrin beta 2",2.74e-05,0.0044,0.0062,0.7396,0.7396,6.281,3.227e-05
"235","1418981_at","12364","Casp12","caspase 12",2.822e-05,0.0046,0.0062,0.3631,0.3631,5.1693,2e-04
"236","1436312_at","22778","Ikzf1","IKAROS family zinc finger 1",2.87e-05,0.0046,0.0062,0.6986,0.6986,4.7887,4e-04
"237","1448148_at","14824","Grn","granulin",2.875e-05,0.0046,0.0062,0.2841,0.2841,4.1505,0.0012
"238","1419194_s_at","63986","Gmfg","glia maturation factor, gamma",3.039e-05,0.0048,0.0063,0.5566,0.5566,6.6665,1.79e-05
"239","1417496_at","12870","Cp","ceruloplasmin",3.06e-05,0.0048,0.0063,0.4458,0.4458,2.9646,0.0113
"240","1448452_at","15900","Irf8","interferon regulatory factor 8",3.299e-05,0.0051,0.0064,0.6408,0.6408,5.5089,1e-04
"241","1450707_at","60425","Doc2g","double C2, gamma",3.354e-05,0.0052,0.0064,-0.592,-0.592,-5.1433,2e-04
"242","1416625_at","12258","Serping1","serine (or cysteine) peptidase inhibitor, clade G, member 1",3.384e-05,0.0052,0.0065,0.6567,0.6567,5.7572,7.428e-05
"243","1424965_at","107321","Lpxn","leupaxin",3.378e-05,0.0052,0.0065,0.8016,0.8016,5.5977,9.648e-05
"244","1456014_s_at","108101","Fermt3","fermitin family member 3",3.398e-05,0.0052,0.0065,0.7927,0.7927,5.9405,5.525e-05
"245","1418099_at","21938","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b",3.499e-05,0.0054,0.0065,0.2902,0.2902,4.0605,0.0014
"246","1424254_at","68713","Ifitm1","interferon induced transmembrane protein 1",3.83e-05,0.0058,0.0065,0.8672,0.8672,8.1273,2.284e-06
"247","1456103_at","18854","Pml","promyelocytic leukemia",3.941e-05,0.006,0.0066,0.4429,0.4429,4.5053,6e-04
"248","1420591_at","80910","Gpr84","G protein-coupled receptor 84",3.961e-05,0.006,0.0066,0.6846,0.6846,5.4959,1e-04
"249","1425065_at","246728","Oas2","2'-5' oligoadenylate synthetase 2",4.149e-05,0.0063,0.0066,0.5015,0.5015,6.8669,1.328e-05
"250","1426170_a_at","12526","Cd8b1","CD8 subunit beta 1",4.182e-05,0.0063,0.0066,0.4167,0.4167,5.8594,6.294e-05
"251","1426599_a_at","20525","Slc2a1","solute carrier family 2 (facilitated glucose transporter), member 1",4.236e-05,0.0063,0.0067,0.6869,0.6869,6.531,2.197e-05
"252","1419676_at","17858","Mx2","MX dynamin-like GTPase 2",4.442e-05,0.0066,0.0067,0.5054,0.5054,5.3317,2e-04
"253","1448503_at","17210","Mcl1","myeloid cell leukemia sequence 1",4.493e-05,0.0067,0.0067,0.4966,0.4966,5.7377,7.668e-05
"254","1422804_at","20708","Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b",4.521e-05,0.0067,0.0067,0.5208,0.5208,5.598,9.643e-05
"255","1427275_at","70099","Smc4","structural maintenance of chromosomes 4",4.598e-05,0.0068,0.0068,0.3043,0.3043,3.1293,0.0082
"256","1438855_x_at","21928","Tnfaip2","tumor necrosis factor, alpha-induced protein 2",4.746e-05,0.007,0.0068,0.9172,0.9172,7.6712,4.223e-06
"257","1423427_at","11516","Adcyap1","adenylate cyclase activating polypeptide 1",5e-05,0.0073,0.0068,-0.2745,-0.2745,-4.0215,0.0015
"258","1452815_at","78826","P2ry10","purinergic receptor P2Y, G-protein coupled 10",5.072e-05,0.0074,0.0068,0.613,0.613,7.8752,3.198e-06
"259","1418776_at","76074","Gbp8","guanylate-binding protein 8",5.235e-05,0.0076,0.0069,0.77,0.77,5.1213,2e-04
"260","1439067_at","52855","Lair1","leukocyte-associated Ig-like receptor 1",5.434e-05,0.0079,0.0069,0.4417,0.4417,4.917,3e-04
"261","1422953_at","14289","Fpr2","formyl peptide receptor 2",5.587e-05,0.0081,0.0069,0.5692,0.5692,6.6739,1.77e-05
"262","1417822_at","110956","D17H6S56E-5","DNA segment, Chr 17, human D6S56E 5",5.766e-05,0.0083,0.007,0.5093,0.5093,5.2564,2e-04
"263","1429524_at","17916","Myo1f","myosin IF",5.773e-05,0.0083,0.007,0.421,0.421,3.5156,0.004
"264","1422781_at","142980","Tlr3","toll-like receptor 3",5.846e-05,0.0083,0.007,0.4555,0.4555,6.5067,2.28e-05
"265","1419699_at","68662","Scgb3a1","secretoglobin, family 3A, member 1",5.822e-05,0.0083,0.007,0.5179,0.5179,5.947,5.467e-05
"266","1427164_at","16164","Il13ra1","interleukin 13 receptor, alpha 1",5.914e-05,0.0083,0.0071,0.6482,0.6482,7.0665,9.917e-06
"267","1417273_at","27273","Pdk4","pyruvate dehydrogenase kinase, isoenzyme 4",6.244e-05,0.0087,0.0071,0.5368,0.5368,3.9264,0.0018
"268","1426368_at","74030","Rin2","Ras and Rab interactor 2",6.431e-05,0.0089,0.0072,0.6197,0.6197,5.1369,2e-04
"269","1448471_a_at","13024","Ctla2a","cytotoxic T lymphocyte-associated protein 2 alpha",6.468e-05,0.009,0.0072,0.9439,0.9439,6.0179,4.882e-05
"270","1438439_at","229323","Gpr171","G protein-coupled receptor 171",6.489e-05,0.009,0.0072,0.5388,0.5388,6.9995,1.093e-05
"271","1450648_s_at","14961","H2-Ab1","histocompatibility 2, class II antigen A, beta 1",6.553e-05,0.009,0.0073,0.5598,0.5598,4.4678,7e-04
"272","1433935_at","108167440","AU020206","expressed sequence AU020206",6.605e-05,0.0091,0.0073,0.5801,0.5801,4.3767,8e-04
"273","1448666_s_at","57259","Tob2","transducer of ERBB2, 2",7.168e-05,0.0097,0.0073,0.3099,0.3099,3.2318,0.0068
"274","1438118_x_at","22352","Vim","vimentin",7.179e-05,0.0097,0.0074,0.5773,0.5773,6.0935,4.33e-05
"275","1451584_at","171285","Havcr2","hepatitis A virus cellular receptor 2",7.163e-05,0.0097,0.0073,0.4088,0.4088,6.145,3.993e-05
"276","1457753_at","279572","Tlr13","toll-like receptor 13",7.23e-05,0.0098,0.0074,0.6361,0.6361,6.6477,1.841e-05
"277","1430295_at","14674","Gna13","guanine nucleotide binding protein, alpha 13",7.307e-05,0.0099,0.0074,0.2873,0.2873,4.6109,5e-04
"278","1426112_a_at","12517","Cd72","CD72 antigen",7.429e-05,0.01,0.0074,0.459,0.459,5.4554,1e-04
"279","1451721_a_at","14961","H2-Ab1","histocompatibility 2, class II antigen A, beta 1",7.482e-05,0.01,0.0075,0.6097,0.6097,5.3117,2e-04
"280","1437277_x_at","21817","Tgm2","transglutaminase 2, C polypeptide",7.92e-05,0.0105,0.0075,0.8448,0.8448,5.8704,6.183e-05
"281","1451798_at","16181","Il1rn","interleukin 1 receptor antagonist",7.93e-05,0.0105,0.0075,1.0722,1.0722,7.1422,8.89e-06
"282","1418077_at","20821","Trim21","tripartite motif-containing 21",7.908e-05,0.0105,0.0075,0.4134,0.4134,4.724,4e-04
"283","1418666_at","19288","Ptx3","pentraxin related gene",8.029e-05,0.0106,0.0075,2.1993,2.1993,7.3323,6.776e-06
"284","1417362_at","56315","Rhcg","Rhesus blood group-associated C glycoprotein",8.147e-05,0.0108,0.0076,-0.4378,-0.4378,-5.1563,2e-04
"285","1449379_at","16542","Kdr","kinase insert domain protein receptor",8.438e-05,0.0111,0.0076,-0.4029,-0.4029,-5.5866,9.825e-05
"286","1453757_at","67138","Herc6","hect domain and RLD 6",8.468e-05,0.0111,0.0076,0.6072,0.6072,6.6932,1.72e-05
"287","1435119_at","105244487","Gm19439","predicted gene, 19439",8.926e-05,0.0116,0.0077,0.736,0.736,4.6567,5e-04
"288","1435386_at","22371","Vwf","Von Willebrand factor",9.024e-05,0.0117,0.0077,0.3583,0.3583,3.3031,0.0059
"289","1436562_at","230073","Rigi","RNA sensor RIG-I",9.674e-05,0.0124,0.0078,0.8103,0.8103,5.2401,2e-04
"290","1421937_at","26377","Dapp1","dual adaptor for phosphotyrosine and 3-phosphoinositides 1",9.689e-05,0.0124,0.0078,0.3463,0.3463,5.0882,2e-04
"291","1450495_a_at","27007","Klrk1","killer cell lectin-like receptor subfamily K, member 1",9.659e-05,0.0124,0.0078,0.7459,0.7459,6.1392,4.029e-05
"292","1424671_at","72287","Plekhf1","pleckstrin homology domain containing, family F (with FYVE domain) member 1",9.609e-05,0.0124,0.0078,0.3398,0.3398,3.6506,0.0031
"293","1455978_a_at","17181","Matn2","matrilin 2",9.607e-05,0.0124,0.0077,0.3554,0.3554,3.4519,0.0045
"294","1416543_at","18024","Nfe2l2","nuclear factor, erythroid derived 2, like 2",9.761e-05,0.0124,0.0079,0.3657,0.3657,6.0166,4.892e-05
"295","1419762_at","24108","Ubd","ubiquitin D",9.842e-05,0.0125,0.0079,0.8781,0.8781,6.8204,1.423e-05
"296","1422010_at","170743","Tlr7","toll-like receptor 7",1e-04,0.0129,0.0079,0.5951,0.5951,5.6803,8.422e-05
"297","1437864_at","68465","Adipor2","adiponectin receptor 2",1e-04,0.0129,0.0079,0.1685,0.1685,1.4576,0.1694
"298","1460251_at","14102","Fas","Fas cell surface death receptor",1e-04,0.0134,0.008,0.4166,0.4166,4.8127,4e-04
"299","1436199_at","74735","Trim14","tripartite motif-containing 14",1e-04,0.0134,0.008,0.7594,0.7594,4.7928,4e-04
"300","1448575_at","16197","Il7r","interleukin 7 receptor",1e-04,0.0136,0.008,0.5855,0.5855,5.4355,1e-04
"301","1448734_at","12870","Cp","ceruloplasmin",1e-04,0.0136,0.008,0.6756,0.6756,5.1777,2e-04
"302","1425294_at","74748","Slamf8","SLAM family member 8",1e-04,0.0136,0.0081,0.5325,0.5325,5.2254,2e-04
"303","1417172_at","56791","Ube2l6","ubiquitin-conjugating enzyme E2L 6",1e-04,0.0139,0.0081,0.5445,0.5445,5.4228,1e-04
"304","1421392_a_at","11796","Birc3","baculoviral IAP repeat-containing 3",1e-04,0.0144,0.0081,0.4938,0.4938,5.6583,8.732e-05
"305","1418901_at","12608","Cebpb","CCAAT/enhancer binding protein beta",1e-04,0.0145,0.0082,0.3738,0.3738,4.5817,6e-04
"306","1424616_s_at","233575","Pgap2","post-GPI attachment to proteins 2",1e-04,0.0145,0.0082,0.2883,0.2883,3.3137,0.0058
"307","1450876_at","12628","Cfh","complement component factor h",1e-04,0.0145,0.0083,0.3859,0.3859,4.5949,5e-04
"308","1456052_at","213084","Cdkl3","cyclin dependent kinase like 3",1e-04,0.0151,0.0083,0.3251,0.3251,3.8028,0.0023
"309","1425396_a_at","16818","Lck","lymphocyte protein tyrosine kinase",1e-04,0.0155,0.0083,0.791,0.791,5.2872,2e-04
"310","1438052_at","320791","A130071D04Rik","RIKEN cDNA A130071D04 gene",1e-04,0.0155,0.0083,0.3432,0.3432,5.214,2e-04
"311","1418402_at","11492","Adam19","ADAM metallopeptidase domain 19",1e-04,0.0155,0.0084,-0.2386,-0.2386,-3.369,0.0052
"312","1433678_at","104759","Pld4","phospholipase D family member 4",1e-04,0.0158,0.0084,0.4669,0.4669,4.8154,4e-04
"313","1417290_at","76905","Lrg1","leucine-rich alpha-2-glycoprotein 1",1e-04,0.0161,0.0084,0.6181,0.6181,5.5379,1e-04
"314","1415983_at","18826","Lcp1","lymphocyte cytosolic protein 1",1e-04,0.0164,0.0085,0.6072,0.6072,4.5567,6e-04
"315","1422160_at","15042","H2-T24","histocompatibility 2, T region locus 24",1e-04,0.0167,0.0085,0.4857,0.4857,4.5073,6e-04
"316","1417851_at","55985","Cxcl13","C-X-C motif chemokine ligand 13",1e-04,0.0172,0.0085,0.5679,0.5679,5.4349,1e-04
"317","1451161_a_at","13733","Adgre1","adhesion G protein-coupled receptor E1",1e-04,0.0174,0.0086,0.2727,0.2727,3.5899,0.0034
"318","1448667_x_at","57259","Tob2","transducer of ERBB2, 2",2e-04,0.0177,0.0086,0.2833,0.2833,2.4296,0.0308
"319","1416881_at","17210","Mcl1","myeloid cell leukemia sequence 1",2e-04,0.0181,0.0086,0.4173,0.4173,4.0457,0.0015
"320","1417268_at","12475","Cd14","CD14 antigen",2e-04,0.0181,0.0086,0.6198,0.6198,7.0213,1.059e-05
"321","1435084_at","67664","Rnf125","ring finger protein 125",2e-04,0.0183,0.0087,0.4276,0.4276,3.8429,0.0021
"322","1416627_at","20732","Spint1","serine protease inhibitor, Kunitz type 1",2e-04,0.0187,0.0087,0.2172,0.2172,3.1359,0.0081
"323","1448562_at","22271","Upp1","uridine phosphorylase 1",2e-04,0.0194,0.0088,0.3766,0.3766,4.897,3e-04
"324","1424065_at","192193","Edem1","ER degradation enhancer, mannosidase alpha-like 1",2e-04,0.0198,0.0088,0.4952,0.4952,5.1044,2e-04
"325","1418365_at","13036","Ctsh","cathepsin H",2e-04,0.02,0.0089,0.4471,0.4471,4.5791,6e-04
"326","1436996_x_at","17110","Lyz1","lysozyme 1",2e-04,0.02,0.0089,0.508,0.508,4.1522,0.0012
"327","1429570_at","74568","Mlkl","mixed lineage kinase domain-like",2e-04,0.02,0.0089,0.4914,0.4914,6.3477,2.91e-05
"328","1451415_at","69068","Tcim","transcriptional and immune response regulator",2e-04,0.02,0.0089,0.5576,0.5576,4.1899,0.0011
"329","1419132_at","24088","Tlr2","toll-like receptor 2",2e-04,0.02,0.009,0.94,0.94,5.8268,6.634e-05
"330","1421814_at","17698","Msn","moesin",2e-04,0.0203,0.009,0.3964,0.3964,5.6327,9.107e-05
"331","1438852_x_at","17219","Mcm6","minichromosome maintenance complex component 6",2e-04,0.0208,0.009,0.5286,0.5286,4.3064,9e-04
"332","1434503_s_at","16784","Lamp2","lysosomal-associated membrane protein 2",2e-04,0.0208,0.009,0.3756,0.3756,5.9821,5.169e-05
"333","1441036_at","229277","Stoml3","stomatin (Epb7.2)-like 3",2e-04,0.021,0.0091,-0.416,-0.416,-2.3512,0.0357
"334","1451206_s_at","227929","Cytip","cytohesin 1 interacting protein",2e-04,0.021,0.0091,0.987,0.987,5.4056,1e-04
"335","1438658_a_at","13610","S1pr3","sphingosine-1-phosphate receptor 3",2e-04,0.021,0.0091,0.4963,0.4963,4.9167,3e-04
"336","1427351_s_at","16019","Ighm","immunoglobulin heavy constant mu",2e-04,0.0213,0.0092,-0.2448,-0.2448,-3.3764,0.0052
"337","1455690_at","13628","Eef1a2","eukaryotic translation elongation factor 1 alpha 2",2e-04,0.0213,0.0092,-0.323,-0.323,-5.1897,2e-04
"338","1422785_at","114713","Rasa2","RAS p21 protein activator 2",2e-04,0.0224,0.0093,-0.3235,-0.3235,-4.9938,3e-04
"339","1452519_a_at","22695","Zfp36","zinc finger protein 36",2e-04,0.0226,0.0093,0.5274,0.5274,5.3695,1e-04
"340","1418754_at","11514","Adcy8","adenylate cyclase 8",2e-04,0.0226,0.0093,-0.3293,-0.3293,-5.3696,1e-04
"341","1423153_x_at","12628","Cfh","complement component factor h",2e-04,0.0226,0.0094,0.3414,0.3414,3.9464,0.0018
"342","1417025_at","14969","H2-Eb1","histocompatibility 2, class II antigen E beta",2e-04,0.0227,0.0094,0.5125,0.5125,4.3309,9e-04
"343","1428142_at","104156","Etv5","ets variant 5",2e-04,0.023,0.0094,-0.38,-0.38,-5.0247,3e-04
"344","1426970_a_at","74153","Uba7","ubiquitin-like modifier activating enzyme 7",2e-04,0.0231,0.0095,0.4761,0.4761,4.8665,3e-04
"345","1434329_s_at","68465","Adipor2","adiponectin receptor 2",2e-04,0.0233,0.0095,0.2708,0.2708,3.8335,0.0022
"346","1421811_at","21825","Thbs1","thrombospondin 1",2e-04,0.0243,0.0096,0.8737,0.8737,4.7344,4e-04
"347","1434094_at","230678","Tmem125","transmembrane protein 125",2e-04,0.0244,0.0096,-0.0482,-0.0482,-0.8497,0.4113
"348","1453851_a_at","23882","Gadd45g","growth arrest and DNA-damage-inducible 45 gamma",2e-04,0.0245,0.0096,0.4805,0.4805,4.802,4e-04
"349","1422660_at","19652","Rbm3","RNA binding motif (RNP1, RRM) protein 3",2e-04,0.0245,0.0097,0.4678,0.4678,5.9191,5.718e-05
"350","1428114_at","108052","Slc14a1","solute carrier family 14 (urea transporter), member 1",2e-04,0.0245,0.0097,0.5073,0.5073,5.5213,1e-04
"351","1418483_a_at","14594","Ggta1","glycoprotein galactosyltransferase alpha 1, 3",2e-04,0.0249,0.0097,0.39,0.39,3.2038,0.0071
"352","1438475_at","382062","AB124611","cDNA sequence AB124611",3e-04,0.0263,0.0098,0.5188,0.5188,5.0001,3e-04
"353","1430886_at","76633","Lrmda","leucine rich melanocyte differentiation associated",3e-04,0.0264,0.0098,0.4633,0.4633,5.77,7.274e-05
"354","1439268_x_at","16341","Eif3e","eukaryotic translation initiation factor 3, subunit E",3e-04,0.0264,0.0099,0.2575,0.2575,3.7051,0.0028
"355","1416343_a_at","16784","Lamp2","lysosomal-associated membrane protein 2",3e-04,0.0264,0.0099,0.3225,0.3225,3.5276,0.0039
"356","1436998_at","237761","Sowaha","sosondowah ankyrin repeat domain family member A",3e-04,0.0265,0.0099,0.2665,0.2665,2.6916,0.0189
