"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_140572_coefficient","contrast_140572_log2fc","contrast_140572_tstat","contrast_140572_pvalue","contrast_140573_coefficient","contrast_140573_log2fc","contrast_140573_tstat","contrast_140573_pvalue"
"148",10508986,"16765","Stmn1","stathmin 1",1.45e-11,2.979e-09,0.0049,-1.3624,-1.3624,-26.4385,5.095e-12,-0.8097,-0.8097,-15.7131,2.235e-09
"149",10533050,"80888","Hspb8","heat shock protein 8",1.443e-11,2.979e-09,0.0048,1.643,1.643,23.9463,1.641e-11,1.415,1.415,20.6234,9.495e-11
"150",10489850,"98999","Znfx1","zinc finger, NFX1-type containing 1",1.481e-11,3.024e-09,0.0049,1.5543,1.5543,20.6175,9.527e-11,1.7991,1.7991,23.8647,1.708e-11
"151",10451287,"100038882","Isg15","ISG15 ubiquitin-like modifier",1.524e-11,3.094e-09,0.0049,2.7751,2.7751,20.1656,1.235e-10,3.3161,3.3161,24.0974,1.523e-11
"152",10498992,"24088","Tlr2","toll-like receptor 2",1.552e-11,3.134e-09,0.005,1.9173,1.9173,19.4407,1.894e-10,2.418,2.418,24.518,1.242e-11
"153",10574145,"434341","Nlrc5","NLR family, CARD domain containing 5",1.563e-11,3.138e-09,0.005,3.6224,3.6224,19.4001,1.941e-10,4.5788,4.5788,24.5217,1.24e-11
"154",10439009,"11815","Apod","apolipoprotein D",1.597e-11,3.188e-09,0.005,1.3162,1.3162,19.8268,1.505e-10,1.6052,1.6052,24.1792,1.464e-11
"155",10490150,"58203","Zbp1","Z-DNA binding protein 1",1.645e-11,3.267e-09,0.005,3.6376,3.6376,21.6692,5.316e-11,3.7991,3.7991,22.6315,3.19e-11
"156",10422312,"58187","Cldn10","claudin 10",1.685e-11,3.326e-09,0.0051,-1.3909,-1.3909,-23.1254,2.474e-11,-1.2634,-1.2634,-21.0063,7.654e-11
"157",10544252,"243780","Dennd11","DENN domain containing 11",1.726e-11,3.37e-09,0.0051,-1.291,-1.291,-25.4925,7.838e-12,-0.8596,-0.8596,-16.9751,9.166e-10
"158",10501164,"12977","Csf1","colony stimulating factor 1 (macrophage)",1.722e-11,3.37e-09,0.0051,1.2873,1.2873,19.1504,2.258e-10,1.6387,1.6387,24.3785,1.328e-11
"159",10461622,"69774","Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B",1.766e-11,3.41e-09,0.0052,3.7187,3.7187,21.043,7.499e-11,4.0529,4.0529,22.9341,2.729e-11
"160",10429843,"671535","Parp10","poly (ADP-ribose) polymerase family, member 10",1.765e-11,3.41e-09,0.0051,2.4002,2.4002,21.0214,7.589e-11,2.6209,2.6209,22.9542,2.701e-11
"161",10350516,"19225","Ptgs2","prostaglandin-endoperoxide synthase 2",1.78e-11,3.42e-09,0.0052,3.0382,3.0382,23.88,1.695e-11,2.514,2.514,19.7598,1.566e-10
"162",10396640,"238276","Akap5","A kinase anchor protein 5",1.847e-11,3.529e-09,0.0052,-2.2038,-2.2038,-26.4365,5.099e-12,-1.1157,-1.1157,-13.3837,1.395e-08
"163",10544133,"243771","Parp12","poly (ADP-ribose) polymerase family, member 12",1.987e-11,3.757e-09,0.0053,3.2883,3.2883,21.8167,4.909e-11,3.2862,3.2862,21.8028,4.946e-11
"164",10513818,"16765","Stmn1","stathmin 1",1.986e-11,3.757e-09,0.0053,-1.3648,-1.3648,-25.3717,8.291e-12,-0.8789,-0.8789,-16.3386,1.426e-09
"165",10467136,"12642","Ch25h","cholesterol 25-hydroxylase",2.038e-11,3.833e-09,0.0053,3.6535,3.6535,22.7852,2.946e-11,3.3087,3.3087,20.6348,9.434e-11
"166",10452316,"12266","C3","complement component 3",2.239e-11,4.167e-09,0.0054,3.2222,3.2222,21.0095,7.64e-11,3.3958,3.3958,22.1419,4.126e-11
"167",10368947,"11630","Crybg1","crystallin beta-gamma domain containing 1",2.233e-11,4.167e-09,0.0053,1.6418,1.6418,20.5507,9.896e-11,1.8014,1.8014,22.5482,3.331e-11
"168",10389143,"276950","Slfn8","schlafen 8",2.424e-11,4.486e-09,0.0054,3.9077,3.9077,23.2429,2.331e-11,3.242,3.242,19.2829,2.083e-10
"169",10379518,"20306","Ccl7","C-C motif chemokine ligand 7",2.501e-11,4.606e-09,0.0054,3.6687,3.6687,19.8962,1.445e-10,4.1854,4.1854,22.6982,3.081e-11
"170",10491300,"20482","Skil","SKI-like",2.923e-11,5.3e-09,0.0055,1.2988,1.2988,25.6446,7.306e-12,0.2764,0.2764,5.457,1e-04
"171",10461594,"64380","Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C",3.005e-11,5.393e-09,0.0056,5.2649,5.2649,21.5009,5.825e-11,5.0441,5.0441,20.5993,9.626e-11
"172",10463355,"20250","Scd2","stearoyl-Coenzyme A desaturase 2",2.996e-11,5.393e-09,0.0055,-1.5895,-1.5895,-23.7485,1.809e-11,-1.1659,-1.1659,-17.4196,6.794e-10
"173",10583519,"15894","Icam1","intercellular adhesion molecule 1",3.057e-11,5.459e-09,0.0056,2.4869,2.4869,19.1916,2.202e-10,2.9275,2.9275,22.5912,3.258e-11
"174",10381272,"53321","Cntnap1","contactin associated protein-like 1",3.173e-11,5.638e-09,0.0056,-1.7554,-1.7554,-24.2099,1.442e-11,-1.1694,-1.1694,-16.1279,1.656e-09
"175",10528227,"14677","Gnai1","G protein subunit alpha i1",3.272e-11,5.786e-09,0.0057,-1.1618,-1.1618,-25.0676,9.56e-12,-0.6157,-0.6157,-13.2858,1.516e-08
"176",10527332,"53324","Nptx2","neuronal pentraxin 2",3.343e-11,5.881e-09,0.0057,2.1429,2.1429,24.7729,1.099e-11,0.2007,0.2007,2.3198,0.0387
"177",10354374,"53945","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1",3.384e-11,5.896e-09,0.0057,-1.1359,-1.1359,-17.8709,5.049e-10,-1.4716,-1.4716,-23.1518,2.441e-11
"178",10417027,"58187","Cldn10","claudin 10",3.375e-11,5.896e-09,0.0057,-1.5567,-1.5567,-21.7093,5.202e-11,-1.4284,-1.4284,-19.9208,1.424e-10
"179",10603551,"13058","Cybb","cytochrome b-245, beta polypeptide",3.408e-11,5.908e-09,0.0058,3.6512,3.6512,22.157,4.093e-11,3.184,3.184,19.3222,2.034e-10
"180",10526961,"17135","Mafk","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)",3.463e-11,5.974e-09,0.0058,1.2268,1.2268,24.7929,1.089e-11,0.684,0.684,13.8242,9.664e-09
"181",10498323,"545527","Erich6","glutamate rich 6",3.554e-11,6.072e-09,0.0059,1.5796,1.5796,25.3867,8.233e-12,0.6122,0.6122,9.8401,4.205e-07
"182",10574098,"434341","Nlrc5","NLR family, CARD domain containing 5",3.543e-11,6.072e-09,0.0058,3.5096,3.5096,21.0441,7.494e-11,3.4161,3.4161,20.4834,1.028e-10
"183",10492428,"99929","Tiparp","TCDD-inducible poly(ADP-ribose) polymerase",3.692e-11,6.247e-09,0.0059,2.2608,2.2608,25.3309,8.45e-12,0.8291,0.8291,9.2896,7.795e-07
"184",10373202,"108037","Shmt2","serine hydroxymethyltransferase 2 (mitochondrial)",3.72e-11,6.266e-09,0.0059,2.0104,2.0104,23.8115,1.753e-11,1.3578,1.3578,16.0819,1.711e-09
"185",10597648,"17874","Myd88","myeloid differentiation primary response gene 88",3.892e-11,6.494e-09,0.006,2.5837,2.5837,20.5847,9.706e-11,2.5883,2.5883,20.6214,9.506e-11
"186",10569020,"213002","Ifitm6","interferon induced transmembrane protein 6",3.875e-11,6.494e-09,0.006,2.3868,2.3868,17.8543,5.104e-10,3.0447,3.0447,22.7752,2.961e-11
"187",10527732,"320365","Fry","FRY microtubule binding protein",4.012e-11,6.632e-09,0.006,-1.1062,-1.1062,-24.8873,1.041e-11,-0.526,-0.526,-11.834,5.556e-08
"188",10544089,"78781","Zc3hav1","zinc finger CCCH type, antiviral 1",4.1e-11,6.684e-09,0.0061,2.3282,2.3282,20.3496,1.11e-10,2.3651,2.3651,20.6723,9.235e-11
"189",10509838,"18600","Padi2","peptidyl arginine deiminase, type II",4.085e-11,6.684e-09,0.0061,-1.2164,-1.2164,-15.9408,1.894e-09,-1.8031,-1.8031,-23.63,1.919e-11
"190",10381408,"70110","Ifi35","interferon-induced protein 35",4.156e-11,6.744e-09,0.0062,2.9353,2.9353,21.9475,4.576e-11,2.5124,2.5124,18.7852,2.826e-10
"191",10501608,"22329","Vcam1","vascular cell adhesion molecule 1",4.241e-11,6.851e-09,0.0062,1.798,1.798,17.3394,7.168e-10,2.3668,2.3668,22.8252,2.886e-11
"192",10574104,"434341","Nlrc5","NLR family, CARD domain containing 5",4.281e-11,6.885e-09,0.0062,2.9639,2.9639,18.7525,2.884e-10,3.4585,3.4585,21.8817,4.74e-11
"193",10360406,"226695","Ifi205","interferon activated gene 205",4.361e-11,6.982e-09,0.0062,4.5,4.5,24.1512,1.484e-11,2.6285,2.6285,14.1072,7.675e-09
"194",10439442,"85031","Pla1a","phospholipase A1 member A",4.438e-11,7.011e-09,0.0063,1.0929,1.0929,16.3924,1.372e-09,1.547,1.547,23.2031,2.379e-11
"195",10354389,"227059","Slc39a10","solute carrier family 39 (zinc transporter), member 10",4.401e-11,7.011e-09,0.0063,-2.0595,-2.0595,-23.4026,2.15e-11,-1.4094,-1.4094,-16.0158,1.794e-09
"196",10374236,"22271","Upp1","uridine phosphorylase 1",4.439e-11,7.011e-09,0.0063,2.205,2.205,21.4411,6.019e-11,1.9727,1.9727,19.1828,2.214e-10
"197",10499285,"12032","Bcan","brevican",4.606e-11,7.244e-09,0.0064,-1.9158,-1.9158,-23.3001,2.264e-11,-1.314,-1.314,-15.9802,1.841e-09
"198",10574135,"434341","Nlrc5","NLR family, CARD domain containing 5",4.707e-11,7.37e-09,0.0064,3.2335,3.2335,18.4116,3.571e-10,3.8363,3.8363,21.8437,4.838e-11
"199",10561453,"22695","Zfp36","zinc finger protein 36",4.832e-11,7.533e-09,0.0064,2.6974,2.6974,21.1341,7.128e-11,2.4548,2.4548,19.2331,2.147e-10
"200",10383196,"672511","Rnf213","ring finger protein 213",4.902e-11,7.607e-09,0.0064,3.5794,3.5794,19.7326,1.592e-10,3.7466,3.7466,20.6542,9.33e-11
"201",10607950,"654820","G530011O06Rik","RIKEN cDNA G530011O06 gene",5.057e-11,7.736e-09,0.0065,2.4178,2.4178,15.7982,2.1e-09,3.5418,3.5418,23.1419,2.454e-11
"202",10546450,"101401","Adamts9","ADAM metallopeptidase with thrombospondin type 1 motif 9",5.052e-11,7.736e-09,0.0065,1.1411,1.1411,16.5271,1.249e-09,1.5737,1.5737,22.7915,2.936e-11
"203",10544573,"71660","Rarres2","retinoic acid receptor responder (tazarotene induced) 2",5.02e-11,7.736e-09,0.0065,1.2467,1.2467,17.136,8.218e-10,1.6353,1.6353,22.4765,3.459e-11
"204",10525158,"23961","Oas1b","2'-5' oligoadenylate synthetase 1B",5.078e-11,7.736e-09,0.0066,3.2775,3.2775,20.3523,1.109e-10,3.2096,3.2096,19.9305,1.416e-10
"205",10413609,"66175","Mustn1","musculoskeletal, embryonic nuclear protein 1",5.127e-11,7.754e-09,0.0066,1.8083,1.8083,23.3787,2.176e-11,1.1727,1.1727,15.161,3.37e-09
"206",10437712,"106205","Zc3h7a","zinc finger CCCH type containing 7 A",5.243e-11,7.896e-09,0.0066,0.9952,0.9952,19.9476,1.402e-10,1.0092,1.0092,20.228,1.191e-10
"207",10359181,"30935","Tor3a","torsin family 3, member A",5.431e-11,8.144e-09,0.0067,2.7685,2.7685,18.9824,2.502e-10,3.0593,3.0593,20.9763,7.783e-11
"208",10545672,"17768","Mthfd2","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase",5.51e-11,8.228e-09,0.0067,2.5711,2.5711,20.9621,7.845e-11,2.3237,2.3237,18.9449,2.56e-10
"209",10497931,"12633","Cflar","CASP8 and FADD-like apoptosis regulator",5.701e-11,8.477e-09,0.0067,1.7664,1.7664,19.5159,1.811e-10,1.8428,1.8428,20.3597,1.104e-10
"210",10478875,"81018","Rnf114","ring finger protein 114",5.728e-11,8.482e-09,0.0068,1.2228,1.2228,18.5596,3.253e-10,1.3934,1.3934,21.1492,7.069e-11
"211",10576034,"15900","Irf8","interferon regulatory factor 8",5.867e-11,8.652e-09,0.0068,2.6319,2.6319,20.0422,1.327e-10,2.5938,2.5938,19.7517,1.574e-10
"212",10440344,"268902","Robo2","roundabout guidance receptor 2",5.952e-11,8.741e-09,0.0068,-1.4076,-1.4076,-23.3947,2.159e-11,-0.8503,-0.8503,-14.1326,7.519e-09
"213",10379530,"20293","Ccl12","C-C motif chemokine ligand 12",6.041e-11,8.799e-09,0.0069,2.5515,2.5515,14.4329,5.917e-09,4.1109,4.1109,23.2537,2.318e-11
"214",10515399,"12795","Plk3","polo like kinase 3",6.018e-11,8.799e-09,0.0068,1.662,1.662,23.7982,1.765e-11,0.8831,0.8831,12.6452,2.646e-08
"215",10513103,"230235","Frrs1l","ferric-chelate reductase 1 like",6.082e-11,8.823e-09,0.0069,-1.6387,-1.6387,-24.145,1.488e-11,-0.7192,-0.7192,-10.5962,1.882e-07
"216",10578493,"142980","Tlr3","toll-like receptor 3",6.255e-11,9.036e-09,0.0069,1.6411,1.6411,21.2385,6.728e-11,1.3979,1.3979,18.0909,4.38e-10
"217",10517883,"66147","Necap2","NECAP endocytosis associated 2",6.364e-11,9.157e-09,0.0069,1.4204,1.4204,22.7736,2.964e-11,0.9552,0.9552,15.3152,3.001e-09
"218",10425364,"11911","Atf4","activating transcription factor 4",6.718e-11,9.55e-09,0.007,1.2578,1.2578,19.8192,1.512e-10,1.2388,1.2388,19.5198,1.807e-10
"219",10351509,"246256","Fcgr4","Fc receptor, IgG, low affinity IV",6.696e-11,9.55e-09,0.007,4.1491,4.1491,21.1816,6.943e-11,3.5053,3.5053,17.895,4.971e-10
"220",10558769,"68713","Ifitm1","interferon induced transmembrane protein 1",6.76e-11,9.571e-09,0.0071,2.3229,2.3229,19.4085,1.931e-10,2.3825,2.3825,19.9057,1.437e-10
"221",10606369,"16431","Itm2a","integral membrane protein 2A",6.976e-11,9.786e-09,0.0071,-2.1159,-2.1159,-19.8848,1.455e-10,-2.0561,-2.0561,-19.3228,2.034e-10
"222",10358408,"50778","Rgs1","regulator of G-protein signaling 1",6.994e-11,9.786e-09,0.0071,3.0675,3.0675,23.7958,1.767e-11,1.4107,1.4107,10.9434,1.321e-07
"223",10359375,"620246","Gpr52","G protein-coupled receptor 52",6.961e-11,9.786e-09,0.0071,-1.6541,-1.6541,-23.8599,1.712e-11,-0.7317,-0.7317,-10.5547,1.964e-07
"224",10533529,"207565","Camkk2","calcium/calmodulin-dependent protein kinase kinase 2, beta",7.219e-11,1.003e-08,0.0072,-1.7227,-1.7227,-22.3361,3.723e-11,-1.2016,-1.2016,-15.5803,2.464e-09
"225",10444268,"21355","Tap2","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",7.223e-11,1.003e-08,0.0072,1.7172,1.7172,15.994,1.823e-09,2.376,2.376,22.1303,4.151e-11
"226",10369290,"74747","Ddit4","DNA-damage-inducible transcript 4",7.289e-11,1.008e-08,0.0072,1.2023,1.2023,21.2721,6.604e-11,0.9842,0.9842,17.4148,6.816e-10
"227",10502655,"16007","Ccn1","cellular communication network factor 1",7.395e-11,1.019e-08,0.0073,3.7637,3.7637,21.3309,6.394e-11,3.0462,3.0462,17.2645,7.536e-10
"228",10415282,"19186","Psme1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",7.5e-11,1.029e-08,0.0073,1.2485,1.2485,16.0335,1.772e-09,1.7141,1.7141,22.0128,4.419e-11
"229",10439936,"80859","Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",7.878e-11,1.073e-08,0.0073,1.056,1.056,14.3104,6.521e-09,1.6722,1.6722,22.6616,3.141e-11
"230",10450374,"110956","D17H6S56E-5","DNA segment, Chr 17, human D6S56E 5",8.052e-11,1.092e-08,0.0074,1.3022,1.3022,12.9188,2.08e-08,2.3251,2.3251,23.0658,2.551e-11
"231",10508420,"107271","Yars1","tyrosyl-tRNA synthetase 1",8.08e-11,1.092e-08,0.0074,0.9861,0.9861,19.8557,1.48e-10,0.936,0.936,18.8468,2.72e-10
"232",10547621,"11810","Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1",8.196e-11,1.103e-08,0.0074,2.9319,2.9319,19.7783,1.549e-10,2.7991,2.7991,18.8829,2.66e-10
"233",10444821,"15016","H2-Q5","histocompatibility 2, Q region locus 5",8.48e-11,1.133e-08,0.0075,3.1076,3.1076,19.6882,1.634e-10,2.9776,2.9776,18.8645,2.691e-10
"234",10409278,"18030","Nfil3","nuclear factor, interleukin 3, regulated",8.482e-11,1.133e-08,0.0075,2.8076,2.8076,21.3858,6.204e-11,2.1767,2.1767,16.5804,1.203e-09
"235",10485280,"620695","Gm13889","predicted gene 13889",8.552e-11,1.135e-08,0.0075,1.7516,1.7516,23.2726,2.296e-11,0.8629,0.8629,11.465,7.9e-08
"236",10552143,"53896","Slc7a10","solute carrier family 7 (cationic amino acid transporter, y+ system), member 10",8.561e-11,1.135e-08,0.0075,-1.5647,-1.5647,-19.5556,1.768e-10,-1.5183,-1.5183,-18.9747,2.514e-10
"237",10503659,"13841","Epha7","Eph receptor A7",8.621e-11,1.137e-08,0.0076,-1.3289,-1.3289,-22.2149,3.969e-11,-0.89,-0.89,-14.8773,4.184e-09
"238",10406205,"80898","Erap1","endoplasmic reticulum aminopeptidase 1",8.638e-11,1.137e-08,0.0076,1.5053,1.5053,16.7631,1.06e-09,1.906,1.906,21.226,6.775e-11
"239",10351140,"16579","Kifap3","kinesin-associated protein 3",8.724e-11,1.144e-08,0.0076,-1.1037,-1.1037,-22.9782,2.668e-11,-0.604,-0.604,-12.5755,2.816e-08
"240",10366881,"13198","Ddit3","DNA-damage inducible transcript 3",8.826e-11,1.153e-08,0.0077,1.886,1.886,20.1952,1.214e-10,1.6935,1.6935,18.1333,4.263e-10
"241",10572928,"75141","Rasd2","RASD family, member 2",8.907e-11,1.16e-08,0.0077,-1.543,-1.543,-23.4252,2.126e-11,-0.3826,-0.3826,-5.8084,8.31e-05
"242",10352514,"107508","Eprs1","glutamyl-prolyl-tRNA synthetase 1",9.168e-11,1.189e-08,0.0077,1.0251,1.0251,21.731,5.141e-11,0.7352,0.7352,15.586,2.454e-09
"243",10445119,"14991","H2-M3","histocompatibility 2, M region locus 3",9.463e-11,1.217e-08,0.0077,1.6503,1.6503,18.2883,3.861e-10,1.7921,1.7921,19.8596,1.477e-10
"244",10406663,"11881","Arsb","arylsulfatase B",9.544e-11,1.217e-08,0.0078,-1.2659,-1.2659,-21.7471,5.097e-11,-0.8935,-0.8935,-15.3505,2.923e-09
"245",10505270,"20530","Slc31a2","solute carrier family 31, member 2",9.526e-11,1.217e-08,0.0078,1.5346,1.5346,20.6368,9.423e-11,1.283,1.283,17.253,7.595e-10
"246",10475420,"70928","Trim69","tripartite motif-containing 69",9.554e-11,1.217e-08,0.0079,2.5159,2.5159,23.1378,2.459e-11,1.1835,1.1835,10.8844,1.402e-07
"247",10382243,"14674","Gna13","guanine nucleotide binding protein, alpha 13",9.497e-11,1.217e-08,0.0078,1.0501,1.0501,19.9017,1.441e-10,0.9617,0.9617,18.2253,4.019e-10
"248",10538420,"353172","Gars1","glycyl-tRNA synthetase 1",1.002e-10,1.269e-08,0.0079,0.8958,0.8958,17.9805,4.703e-10,0.9937,0.9937,19.9449,1.404e-10
"249",10544891,"107607","Nod1","nucleotide-binding oligomerization domain containing 1",1.003e-10,1.269e-08,0.0079,1.71,1.71,20.275,1.159e-10,1.4804,1.4804,17.5529,6.219e-10
"250",10454856,"74002","Psd2","pleckstrin and Sec7 domain containing 2",1.018e-10,1.283e-08,0.0079,-1.2502,-1.2502,-21.4874,5.868e-11,-0.9045,-0.9045,-15.5468,2.526e-09
"251",10553299,"80876","Ifitm2","interferon induced transmembrane protein 2",1.057e-10,1.323e-08,0.008,1.9902,1.9902,19.581,1.742e-10,1.8523,1.8523,18.2245,4.021e-10
"252",10501319,"53883","Celsr2","cadherin, EGF LAG seven-pass G-type receptor 2",1.064e-10,1.327e-08,0.008,-1.4688,-1.4688,-21.934,4.609e-11,-0.9605,-0.9605,-14.3441,6.348e-09
"253",10574023,"17750","Mt2","metallothionein 2",1.075e-10,1.336e-08,0.008,1.172,1.172,17.7005,5.643e-10,1.3219,1.3219,19.9646,1.388e-10
"254",10563338,"17872","Ppp1r15a","protein phosphatase 1, regulatory subunit 15A",1.08e-10,1.337e-08,0.0081,2.787,2.787,19.639,1.683e-10,2.5661,2.5661,18.082,4.405e-10
"255",10560481,"14282","Fosb","FBJ osteosarcoma oncogene B",1.1e-10,1.358e-08,0.0081,3.662,3.662,23.099,2.508e-11,1.2793,1.2793,8.0695,3.405e-06
"256",10379727,"100034251","Wfdc17","WAP four-disulfide core domain 17",1.128e-10,1.387e-08,0.0081,3.5291,3.5291,21.8093,4.928e-11,2.316,2.316,14.3125,6.51e-09
"257",10570434,"68713","Ifitm1","interferon induced transmembrane protein 1",1.15e-10,1.409e-08,0.0082,2.0297,2.0297,17.2669,7.524e-10,2.363,2.363,20.1028,1.281e-10
"258",10448307,"27279","Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12a",1.161e-10,1.417e-08,0.0082,2.4636,2.4636,21.371,6.255e-11,1.7445,1.7445,15.1329,3.442e-09
"259",10460968,"19395","Rasgrp2","RAS, guanyl releasing protein 2",1.187e-10,1.441e-08,0.0082,-1.2333,-1.2333,-22.68,3.111e-11,-0.5923,-0.5923,-10.8922,1.391e-07
"260",10552740,"18226","Nup62","nucleoporin 62",1.188e-10,1.441e-08,0.0082,0.9923,0.9923,16.2403,1.528e-09,1.265,1.265,20.7044,9.069e-11
"261",10555303,"70974","Pgm2l1","phosphoglucomutase 2-like 1",1.2e-10,1.45e-08,0.0083,-1.7475,-1.7475,-21.9116,4.665e-11,-1.0913,-1.0913,-13.6843,1.085e-08
"262",10450145,"16912","Psmb9","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)",1.239e-10,1.493e-08,0.0083,2.4377,2.4377,15.7874,2.117e-09,3.2213,3.2213,20.8625,8.295e-11
"263",10449303,"12018","Bak1","BCL2-antagonist/killer 1",1.248e-10,1.499e-08,0.0083,1.603,1.603,22.2963,3.802e-11,0.8749,0.8749,12.1689,4.07e-08
"264",10418480,"30877","Gnl3","guanine nucleotide binding protein nucleolar 3",1.285e-10,1.537e-08,0.0084,1.4393,1.4393,20.5856,9.701e-11,1.1258,1.1258,16.1018,1.687e-09
"265",10543460,"319832","Tmem229a","transmembrane protein 229A",1.317e-10,1.56e-08,0.0084,-1.2424,-1.2424,-18.6735,3.029e-10,-1.2294,-1.2294,-18.4786,3.423e-10
"266",10562204,"57780","Fxyd7","FXYD domain-containing ion transport regulator 7",1.331e-10,1.561e-08,0.0085,-1.5752,-1.5752,-21.3035,6.491e-11,-1.0779,-1.0779,-14.5773,5.281e-09
"267",10408557,"66222","Serpinb1a","serine (or cysteine) peptidase inhibitor, clade B, member 1a",1.332e-10,1.561e-08,0.0085,-2.0029,-2.0029,-19.3532,1.997e-10,-1.8306,-1.8306,-17.6883,5.689e-10
"268",10356082,"22038","Plscr1","phospholipid scramblase 1",1.325e-10,1.561e-08,0.0085,1.3329,1.3329,17.8392,5.155e-10,1.4377,1.4377,19.2417,2.136e-10
"269",10571399,"70546","Zdhhc2","zinc finger, DHHC domain containing 2",1.335e-10,1.561e-08,0.0086,-1.1152,-1.1152,-20.507,1.015e-10,-0.8738,-0.8738,-16.068,1.728e-09
"270",10607870,"170743","Tlr7","toll-like receptor 7",1.354e-10,1.571e-08,0.0086,2.5652,2.5652,21.1695,6.99e-11,1.7903,1.7903,14.7748,4.529e-09
"271",10435388,"224129","Adcy5","adenylate cyclase 5",1.357e-10,1.571e-08,0.0086,-1.4694,-1.4694,-21.9081,4.674e-11,-0.8639,-0.8639,-12.8804,2.151e-08
"272",10421309,"213053","Slc39a14","solute carrier family 39 (zinc transporter), member 14",1.351e-10,1.571e-08,0.0086,1.6697,1.6697,18.5565,3.259e-10,1.6659,1.6659,18.5145,3.346e-10
"273",10424400,"17869","Myc","myelocytomatosis oncogene",1.372e-10,1.583e-08,0.0087,1.691,1.691,19.4952,1.833e-10,1.5101,1.5101,17.41,6.838e-10
"274",10346551,"12633","Cflar","CASP8 and FADD-like apoptosis regulator",1.383e-10,1.591e-08,0.0087,1.3553,1.3553,20.7155,9.012e-11,1.0178,1.0178,15.5563,2.508e-09
"275",10359861,"66447","Mgst3","microsomal glutathione S-transferase 3",1.401e-10,1.604e-08,0.0087,-1.0152,-1.0152,-20.2951,1.146e-10,-0.8108,-0.8108,-16.209,1.563e-09
"276",10554693,"170460","Stard5","StAR related lipid transfer domain containing 5",1.404e-10,1.604e-08,0.0088,0.9174,0.9174,16.1586,1.62e-09,1.1537,1.1537,20.321,1.129e-10
"277",10456566,"17191","Mbd2","methyl-CpG binding domain protein 2",1.448e-10,1.649e-08,0.0088,0.9404,0.9404,18.7888,2.82e-10,0.9035,0.9035,18.051,4.494e-10
"278",10460585,"14283","Fosl1","fos-like antigen 1",1.46e-10,1.652e-08,0.0088,2.2692,2.2692,22.5473,3.333e-11,0.8046,0.8046,7.9943,3.749e-06
"279",10357604,"56489","Ikbke","inhibitor of kappaB kinase epsilon",1.479e-10,1.668e-08,0.0089,1.3114,1.3114,18.7765,2.841e-10,1.2569,1.2569,17.9954,4.658e-10
"280",10541555,"269799","Clec4a1","C-type lectin domain family 4, member a1",1.521e-10,1.711e-08,0.0089,2.2396,2.2396,18.9917,2.488e-10,2.0825,2.0825,17.6597,5.797e-10
"281",10370721,"216161","Sbno2","strawberry notch 2",1.537e-10,1.723e-08,0.0089,1.8258,1.8258,19.5163,1.81e-10,1.588,1.588,16.9742,9.171e-10
"282",10372668,"17246","Mdm2","transformed mouse 3T3 cell double minute 2",1.555e-10,1.733e-08,0.009,1.1962,1.1962,21.2412,6.718e-11,0.7815,0.7815,13.8775,9.251e-09
"283",10485718,"228432","Ano3","anoctamin 3",1.552e-10,1.733e-08,0.0089,-2.3865,-2.3865,-21.0982,7.272e-11,-1.6091,-1.6091,-14.2257,6.978e-09
"284",10377473,"23801","Aloxe3","arachidonate lipoxygenase 3",1.588e-10,1.76e-08,0.009,2.1628,2.1628,22.1882,4.025e-11,0.4445,0.4445,4.5607,7e-04
